400.173700 ,73.476760 
400.655900 ,73.021440 
401.138000 ,72.324030 
401.620100 ,71.597400 
402.102300 ,71.013890 
402.584400 ,70.681710 
403.066600 ,70.632320 
403.548700 ,70.824030 
404.030800 ,71.161220 
404.513000 ,71.517920 
404.995100 ,71.763440 
405.477200 ,71.790500 
405.959400 ,71.547270 
406.441500 ,71.058140 
406.923600 ,70.420610 
407.405800 ,69.774530 
407.887900 ,69.262100 
408.370100 ,68.993290 
408.852200 ,69.021760 
409.334300 ,69.329570 
409.816500 ,69.825390 
410.298600 ,70.365150 
410.780700 ,70.794470 
411.262900 ,70.994480 
411.745000 ,70.910320 
412.227100 ,70.557110 
412.709300 ,70.010910 
413.191400 ,69.390110 
413.673600 ,68.826730 
414.155700 ,68.430080 
414.637800 ,68.257170 
415.120000 ,68.303310 
415.602100 ,68.513560 
416.084300 ,68.798170 
416.566400 ,69.041760 
417.048500 ,69.106860 
417.530700 ,68.852750 
418.012800 ,68.201260 
418.494900 ,67.243450 
418.977100 ,66.274740 
419.459200 ,65.642140 
419.941300 ,65.524380 
420.423500 ,65.876400 
420.905600 ,66.525410 
421.387800 ,67.272720 
421.869900 ,67.942050 
422.352000 ,68.396680 
422.834200 ,68.549770 
423.316300 ,68.376750 
423.798400 ,67.923650 
424.280600 ,67.301520 
424.762700 ,66.658710 
425.244800 ,66.135960 
425.727000 ,65.823020 
426.209100 ,65.738210 
426.691300 ,65.835770 
427.173400 ,66.031460 
427.655500 ,66.230830 
428.137700 ,66.352010 
428.619800 ,66.341970 
429.102000 ,66.186600 
429.584100 ,65.913190 
430.066200 ,65.583270 
430.548300 ,65.275330 
431.030500 ,65.062550 
431.512600 ,64.992090 
431.994800 ,65.072070 
432.476900 ,65.270170 
432.959000 ,65.523050 
433.441200 ,65.754770 
433.923300 ,65.897660 
434.405500 ,65.908780 
434.887600 ,65.778770 
435.369700 ,65.532640 
435.851900 ,65.222360 
436.334000 ,64.912070 
436.816100 ,64.658450 
437.298300 ,64.493400 
437.780400 ,64.418200 
438.262500 ,64.409650 
438.744700 ,64.432920 
439.226800 ,64.452700 
439.709000 ,64.440180 
440.191100 ,64.376970 
440.673200 ,64.257710 
441.155400 ,64.092480 
441.637500 ,63.906200 
442.119600 ,63.733680 
442.601800 ,63.610030 
443.083900 ,63.559500 
443.566000 ,63.587620 
444.048200 ,63.679050 
444.530300 ,63.802050 
445.012500 ,63.917340 
445.494600 ,63.988660 
445.976700 ,63.990810 
446.458900 ,63.914520 
446.941000 ,63.767380 
447.423200 ,63.570970 
447.905300 ,63.355340 
448.387400 ,63.151370 
448.869600 ,62.983120 
449.351700 ,62.863600 
449.833800 ,62.793690 
450.316000 ,62.763710 
450.798100 ,62.754980 
451.280200 ,62.741470 
451.762400 ,62.693340 
452.244500 ,62.584640 
452.726700 ,62.403390 
453.208800 ,62.158460 
453.690900 ,61.877570 
454.173100 ,61.598230 
454.655200 ,61.357620 
455.137300 ,61.185710 
455.619500 ,61.100770 
456.101600 ,61.104770 
456.583700 ,61.178470 
457.065900 ,61.280780 
457.548000 ,61.358740 
458.030200 ,61.367870 
458.512300 ,61.290760 
458.994400 ,61.140480 
459.476600 ,60.948540 
459.958700 ,60.749340 
460.440900 ,60.569660 
460.923000 ,60.425450 
461.405100 ,60.322350 
461.887300 ,60.257980 
462.369400 ,60.224250 
462.851500 ,60.209530 
463.333700 ,60.201280 
463.815800 ,60.188930 
464.297900 ,60.166030 
464.780100 ,60.131770 
465.262200 ,60.090500 
465.744400 ,60.050170 
466.226500 ,60.019430 
466.708600 ,60.004300 
467.190800 ,60.004500 
467.672900 ,60.012360 
468.155000 ,60.014420 
468.637200 ,59.995960 
469.119300 ,59.945590 
469.601400 ,59.857700 
470.083600 ,59.732310 
470.565700 ,59.573910 
471.047900 ,59.390980 
471.530000 ,59.195800 
472.012100 ,59.004100 
472.494300 ,58.832670 
472.976400 ,58.695280 
473.458600 ,58.598740 
473.940700 ,58.541760 
474.422800 ,58.516190 
474.905000 ,58.509820 
475.387100 ,58.509140 
475.869200 ,58.501900 
476.351400 ,58.479870 
476.833500 ,58.440560 
477.315600 ,58.387700 
477.797800 ,58.329310 
478.279900 ,58.274170 
478.762100 ,58.227910 
479.244200 ,58.190770 
479.726300 ,58.157700 
480.208500 ,58.120930 
480.690600 ,58.072870 
481.172700 ,58.008780 
481.654900 ,57.926790 
482.137000 ,57.827140 
482.619100 ,57.710310 
483.101300 ,57.576350 
483.583400 ,57.425650 
484.065600 ,57.261390 
484.547700 ,57.091840 
485.029800 ,56.930740 
485.512000 ,56.794560 
485.994100 ,56.697550 
486.476300 ,56.646460 
486.958400 ,56.637230 
487.440500 ,56.655600 
487.922700 ,56.681070 
488.404800 ,56.693100 
488.886900 ,56.676860 
489.369100 ,56.627040 
489.851200 ,56.548750 
490.333300 ,56.455490 
490.815500 ,56.364740 
491.297600 ,56.292370 
491.779800 ,56.247590 
492.261900 ,56.230120 
492.744000 ,56.230220 
493.226200 ,56.231430 
493.708300 ,56.214630 
494.190400 ,56.162460 
494.672600 ,56.064060 
495.154700 ,55.917720 
495.636800 ,55.732700 
496.119000 ,55.528710 
496.601100 ,55.332890 
497.083300 ,55.173960 
497.565400 ,55.074700 
498.047500 ,55.045460 
498.529700 ,55.080970 
499.011800 ,55.162230 
499.493900 ,55.262260 
499.976100 ,55.353190 
500.458200 ,55.412450 
500.940300 ,55.426770 
501.422500 ,55.394260 
501.904600 ,55.323590 
502.386700 ,55.230120 
502.868900 ,55.129910 
503.351000 ,55.034300 
503.833200 ,54.947600 
504.315300 ,54.868040 
504.797500 ,54.790350 
505.279600 ,54.707990 
505.761700 ,54.615070 
506.243900 ,54.507870 
506.726000 ,54.386350 
507.208100 ,54.255270 
